age,gender,weight (KG),height (CM),BMI,daily steps,heart rate (BPM),calories burned
33,M,72,171,24.62,4827,88,439
28,M,62,168,21.97,4940,75,449
50,M,52,170,17.99,4682,99,426
31,F,72,169,25.21,5293,61,481
47,F,72,158,28.84,5510,101,501
22,M,62,182,18.72,4810,95,437
52,F,62,169,21.71,4777,92,434
47,F,52,162,19.81,5960,72,542
21,F,72,177,22.98,5428,92,493
26,M,72,173,24.06,4790,80,435
49,F,62,165,22.77,5989,90,544
25,M,72,160,28.13,4673,93,425
30,F,52,165,19.1,4653,64,423
40,F,52,181,15.87,5480,81,498
55,F,62,173,20.72,4688,91,426
57,F,52,171,17.78,4901,94,446
27,M,52,180,16.05,5968,85,543
21,F,52,170,17.99,4705,71,428
51,F,52,156,21.37,5135,100,467
21,F,62,167,22.23,4785,89,435
44,M,52,182,15.7,5305,77,482
21,M,52,173,17.37,5924,81,539
32,F,62,179,19.35,5205,97,473
24,F,72,171,24.62,5528,100,503
34,M,72,175,23.51,4750,65,432
51,F,72,166,26.13,5352,64,487
22,F,52,174,17.18,5250,92,477
55,M,62,174,20.48,4807,79,437
20,M,52,176,16.79,5702,100,518
20,F,72,164,26.77,4987,80,453
21,M,52,174,17.18,5195,62,472
34,M,72,185,21.04,5381,87,489
60,F,72,185,21.04,4501,73,409
28,F,72,155,29.97,5456,89,496
56,M,72,176,23.24,4657,63,423
50,M,62,167,22.23,5960,78,542
54,F,72,160,28.13,5282,78,480
31,M,62,158,24.84,4509,63,410
54,M,62,180,19.14,5712,63,519
45,F,62,175,20.24,5503,76,500
29,M,72,160,28.13,5314,100,483
59,M,72,185,21.04,5984,93,544
23,M,62,178,19.57,5893,73,536
52,M,62,184,18.31,5994,63,545
45,M,72,164,26.77,4940,66,449
47,F,72,158,28.84,5764,68,524
60,F,62,165,22.77,4720,60,429
34,M,62,160,24.22,5590,91,508
30,M,52,170,17.99,5779,79,525
55,F,72,183,21.5,5661,73,515
55,F,72,163,27.1,5478,78,498
31,F,72,168,25.51,5717,88,520
34,M,72,162,27.43,5964,105,542
45,F,72,157,29.21,5925,67,539
35,M,52,178,16.41,4595,83,418
32,F,52,171,17.78,5727,84,521
37,F,72,169,25.21,4683,63,426
37,M,72,177,22.98,5394,60,490
50,M,62,163,23.34,5554,69,505
51,F,62,181,18.92,5111,103,465
23,M,52,175,16.98,5815,77,529
33,F,72,155,29.97,4887,102,444
21,F,52,178,16.41,5148,95,468
47,F,62,179,19.35,4843,90,440
33,M,62,177,19.79,4615,62,420
31,M,62,168,21.97,5468,105,497
50,M,72,182,21.74,4532,91,412
20,M,72,158,28.84,5293,63,481
50,M,62,156,25.48,5947,70,541
42,F,62,170,21.45,4601,87,418
52,M,52,171,17.78,5561,97,506
35,F,72,165,26.45,5355,69,487
23,M,72,175,23.51,4960,61,451
41,M,62,166,22.5,5720,71,520
24,F,52,172,17.58,4994,60,454
25,F,72,155,29.97,5717,79,520
43,M,52,162,19.81,5530,60,503
46,F,52,177,16.6,5126,69,466
45,F,62,165,22.77,5426,64,493
27,F,52,171,17.78,5040,72,458
24,F,62,157,25.15,5628,82,512
40,M,72,182,21.74,5481,80,498
25,M,62,160,24.22,5707,87,519
46,F,62,182,18.72,4854,61,441
46,F,72,178,22.72,4612,63,419
40,F,52,160,20.31,5968,96,543
41,M,72,182,21.74,5016,82,456
20,M,72,179,22.47,4712,76,428
36,M,52,158,20.83,4796,88,436
38,F,52,179,16.23,5137,75,467
58,F,62,174,20.48,5673,94,516
36,M,72,182,21.74,5521,70,502
58,F,52,181,15.87,4778,72,434
35,F,52,159,20.57,5626,72,511
45,M,62,178,19.57,5422,83,493
49,F,62,172,20.96,5487,81,499
59,M,72,178,22.72,5541,87,504
35,M,52,173,17.37,5078,99,462
57,F,72,160,28.13,5691,94,517
36,M,62,177,19.79,5958,84,542
59,F,62,163,23.34,4821,61,438
23,M,52,169,18.21,5134,74,467
41,F,52,167,18.65,4715,63,429
26,M,62,168,21.97,5403,88,491
47,M,72,177,22.98,4978,86,453
44,M,72,175,23.51,4714,84,429
59,F,52,158,20.83,4777,68,434
59,M,72,177,22.98,5227,63,475
43,F,52,160,20.31,5036,79,458
29,M,52,161,20.06,5513,87,501
48,M,52,183,15.53,5783,77,526
21,F,52,158,20.83,5602,60,509
41,M,72,161,27.78,5335,99,485
28,M,72,162,27.43,5726,63,521
20,M,72,173,24.06,4971,92,452
36,M,72,163,27.1,5730,72,521
46,F,62,172,20.96,5737,78,522
49,M,52,156,21.37,4894,79,445
27,M,52,172,17.58,5042,61,458
40,F,62,164,23.05,5516,93,501
35,F,72,175,23.51,5523,68,502
33,M,72,177,22.98,5696,102,518
28,M,62,185,18.12,5144,93,468
47,M,52,167,18.65,5847,67,532
55,F,62,179,19.35,4643,80,422
27,M,72,173,24.06,5065,78,460
31,M,62,159,24.52,5001,105,455
31,M,62,158,24.84,4973,83,452
33,F,72,158,28.84,4556,64,414
50,M,52,164,19.33,5161,88,469
57,M,62,172,20.96,5506,95,501
20,F,72,182,21.74,5784,77,526
47,F,52,168,18.42,4562,93,415
31,F,52,168,18.42,4705,61,428
26,M,52,185,15.19,4881,92,444
44,F,72,155,29.97,5573,77,507
26,F,72,184,21.27,5891,105,536
31,F,72,159,28.48,5591,99,508
45,M,72,157,29.21,5877,91,534
54,M,72,178,22.72,5362,76,487
22,M,72,168,25.51,5783,92,526
30,F,62,168,21.97,5751,102,523
34,F,52,166,18.87,5426,71,493
20,M,52,173,17.37,4708,83,428
45,F,72,175,23.51,5698,84,518
60,F,62,157,25.15,4568,100,415
21,F,62,166,22.5,4524,79,411
52,F,62,172,20.96,5956,80,541
23,F,72,168,25.51,5800,103,527
25,M,62,167,22.23,5636,95,512
56,M,62,161,23.92,5848,91,532
47,F,72,159,28.48,4684,92,426
20,M,62,158,24.84,4946,60,450
49,F,62,177,19.79,4582,63,417
42,M,52,177,16.6,4871,65,443
41,M,52,164,19.33,5768,69,524
45,M,72,158,28.84,4654,63,423
25,F,62,159,24.52,4605,83,419
40,F,72,156,29.59,5568,68,506
33,F,72,162,27.43,4965,89,451
52,F,62,159,24.52,5113,66,465
38,M,72,185,21.04,4777,104,434
22,F,72,158,28.84,5577,74,507
60,M,72,165,26.45,4598,82,418
40,M,72,167,25.82,5915,88,538
53,M,52,180,16.05,5076,82,461
23,M,62,176,20.02,4810,90,437
53,M,62,171,21.2,5249,83,477
27,F,72,174,23.78,5539,80,504
60,M,62,185,18.12,5879,102,534
45,F,62,185,18.12,5568,103,506
36,F,72,158,28.84,4952,73,450
27,F,52,156,21.37,5265,72,479
56,M,72,164,26.77,5703,98,518
27,M,52,158,20.83,5787,93,526
50,M,72,170,24.91,5908,68,537
34,F,72,173,24.06,5870,105,534
34,F,72,164,26.77,4513,70,410
44,M,72,183,21.5,4946,72,450
23,F,72,161,27.78,5419,97,493
33,F,52,168,18.42,5372,61,488
56,F,52,174,17.18,5538,88,503
46,M,52,169,18.21,5408,101,492
43,F,62,184,18.31,5480,79,498
41,M,52,155,21.64,5151,86,468
41,M,62,169,21.71,5073,101,461
30,F,62,156,25.48,5823,75,529
35,F,72,170,24.91,5426,87,493
43,F,62,164,23.05,5309,74,483
26,F,52,155,21.64,5502,77,500
54,M,62,174,20.48,4891,102,445
32,F,62,159,24.52,5090,91,463
24,F,72,157,29.21,5474,97,498
29,F,72,156,29.59,4887,93,444
21,M,62,177,19.79,5352,98,487
48,M,72,157,29.21,4652,86,423
40,F,62,163,23.34,5789,73,526
46,F,52,181,15.87,5625,69,511
32,M,52,172,17.58,5251,87,477
30,F,72,171,24.62,5210,97,474
51,M,72,163,27.1,4637,87,422
39,F,72,172,24.34,5766,91,524
44,M,62,185,18.12,4771,73,434
59,F,62,176,20.02,5237,61,476
38,F,72,155,29.97,5612,90,510
28,F,72,172,24.34,4969,71,452
32,M,62,184,18.31,6000,96,545
27,F,72,165,26.45,5084,76,462
52,F,62,156,25.48,4918,82,447
20,F,72,171,24.62,5490,94,499
26,M,62,167,22.23,5361,83,487
31,F,52,180,16.05,4891,99,445
44,F,52,182,15.7,5690,102,517
29,M,72,162,27.43,5516,90,501
33,F,72,169,25.21,5057,83,460
39,F,72,161,27.78,5194,66,472
24,M,72,180,22.22,5409,70,492
30,F,52,163,19.57,5802,67,527
26,M,72,168,25.51,5486,69,499
40,F,72,177,22.98,5676,65,516
42,M,72,172,24.34,5320,77,484
52,M,62,156,25.48,5172,84,470
43,M,62,168,21.97,5532,101,503
39,F,62,175,20.24,4502,76,409
47,M,62,182,18.72,5148,83,468
39,M,52,166,18.87,4661,96,424
50,F,62,166,22.5,4637,90,422
53,M,62,157,25.15,4751,100,432
37,M,62,159,24.52,5668,97,515
31,M,62,179,19.35,5340,87,485
30,M,62,183,18.51,5595,70,509
41,M,62,185,18.12,5139,100,467
37,M,62,165,22.77,5747,69,522
21,F,62,158,24.84,5186,88,471
50,M,72,172,24.34,5797,61,527
56,M,62,160,24.22,5266,73,479
38,F,72,159,28.48,4791,102,436
47,F,62,169,21.71,5227,102,475
29,F,52,171,17.78,5947,82,541
52,M,62,156,25.48,5349,89,486
28,M,52,156,21.37,5374,91,489
47,M,72,165,26.45,4635,61,421
59,F,52,174,17.18,5713,70,519
35,M,62,174,20.48,4505,96,410
52,M,52,172,17.58,5286,76,481
23,F,72,177,22.98,5164,105,469
26,M,62,175,20.24,5946,60,541
45,F,62,178,19.57,4631,69,421
21,M,72,185,21.04,5388,83,490
59,M,62,165,22.77,5695,86,518
38,F,52,158,20.83,5683,85,517
24,F,62,182,18.72,5937,69,540
46,F,72,161,27.78,4921,93,447
48,F,52,171,17.78,5514,99,501
46,F,72,169,25.21,5867,87,533
55,M,72,168,25.51,5751,101,523
53,M,62,165,22.77,5777,83,525
27,M,72,170,24.91,5450,87,495
43,F,52,172,17.58,5979,93,544
37,M,52,163,19.57,5127,67,466
36,F,72,159,28.48,4729,79,430
20,F,62,179,19.35,4581,67,416
59,M,72,185,21.04,5953,92,541
42,F,62,180,19.14,4726,61,430
41,F,52,163,19.57,5799,92,527
48,M,72,180,22.22,4574,65,416
49,M,72,169,25.21,5304,73,482
43,F,72,180,22.22,5013,79,456
21,M,72,162,27.43,4849,95,441
44,M,72,155,29.97,5842,93,531
45,M,52,170,17.99,5561,81,506
49,F,52,159,20.57,5433,95,494
45,M,72,176,23.24,5672,88,516
55,M,72,184,21.27,5505,67,500
20,F,72,176,23.24,4507,98,410
29,M,72,155,29.97,5643,67,513
41,M,62,164,23.05,5380,78,489
31,M,72,155,29.97,5306,69,482
37,F,62,174,20.48,5149,76,468
60,F,52,163,19.57,5541,100,504
48,M,72,185,21.04,5624,95,511
20,F,62,179,19.35,5171,78,470
21,M,52,169,18.21,5378,70,489
37,F,62,160,24.22,4640,86,422
45,M,52,164,19.33,4774,81,434
20,F,62,180,19.14,5917,82,538
57,F,52,158,20.83,4618,83,420
42,F,72,185,21.04,5414,100,492
23,F,52,183,15.53,4858,79,442
27,M,62,171,21.2,4885,93,444
36,M,62,174,20.48,5762,103,524
31,M,62,167,22.23,5330,74,485
30,F,62,155,25.81,5495,68,500
37,F,72,180,22.22,5647,83,513
21,M,62,157,25.15,4726,95,430
55,F,72,179,22.47,5385,75,490
44,M,72,174,23.78,5292,68,481
37,M,72,184,21.27,5407,64,492
42,F,72,162,27.43,5781,61,526
45,M,62,174,20.48,4504,87,409
57,F,52,155,21.64,5874,101,534
57,F,62,178,19.57,4664,101,424
27,F,72,185,21.04,5078,105,462
20,M,62,175,20.24,4905,72,446
26,M,72,181,21.98,4885,101,444
30,M,52,180,16.05,5249,66,477
26,F,72,166,26.13,5426,69,493
39,F,62,165,22.77,5732,74,521
21,M,52,179,16.23,5232,80,476
45,M,52,175,16.98,5254,82,478
22,M,62,163,23.34,4776,92,434
37,M,52,185,15.19,5273,100,479
23,F,62,168,21.97,4894,90,445
53,M,52,179,16.23,5673,85,516
31,F,52,170,17.99,4586,75,417
55,M,72,171,24.62,5022,90,457
22,F,62,157,25.15,5042,76,458
25,F,52,161,20.06,4973,73,452
53,M,72,180,22.22,5471,72,497
51,F,62,155,25.81,5423,101,493
48,M,52,172,17.58,4642,62,422
47,M,62,180,19.14,5266,60,479
21,M,72,161,27.78,5251,74,477
36,F,62,162,23.62,4789,79,435
37,F,62,184,18.31,5598,66,509
28,M,52,179,16.23,5873,76,534
57,M,62,174,20.48,5339,75,485
26,M,62,169,21.71,5196,80,472
36,M,62,177,19.79,4552,97,414
30,F,72,163,27.1,5197,88,472
53,M,52,157,21.1,5323,86,484
48,M,52,174,17.18,5030,71,457
37,F,52,183,15.53,5775,100,525
34,M,52,185,15.19,4653,88,423
59,M,72,168,25.51,4607,98,419
22,M,62,184,18.31,5758,96,523
44,F,72,162,27.43,5434,92,494
42,F,52,177,16.6,5284,101,480
35,M,72,157,29.21,5672,72,516
46,F,62,165,22.77,5991,60,545
57,M,62,184,18.31,5934,104,539
51,M,72,182,21.74,5831,79,530
43,F,72,182,21.74,4579,68,416
59,F,72,167,25.82,4938,103,449
52,F,72,179,22.47,4807,75,437
53,M,72,159,28.48,4645,68,422
29,F,72,169,25.21,4592,93,417
47,F,62,171,21.2,5135,100,467
54,M,62,169,21.71,5606,83,510
43,F,72,165,26.45,4862,96,442
35,F,52,158,20.83,5690,105,517
33,M,72,184,21.27,5646,71,513
58,M,62,165,22.77,5965,65,542
40,M,72,176,23.24,5571,88,506
43,F,72,157,29.21,4886,104,444
27,F,72,162,27.43,5820,89,529
44,M,62,155,25.81,5310,99,483
45,F,72,158,28.84,4737,105,431
58,M,72,157,29.21,5978,102,543
27,M,72,166,26.13,5227,86,475
24,M,62,182,18.72,5381,99,489
42,F,72,164,26.77,5076,61,461
60,F,72,169,25.21,5127,74,466
25,F,62,167,22.23,5861,86,533
55,M,72,163,27.1,5942,92,540
50,M,72,174,23.78,5195,80,472
29,M,52,182,15.7,5497,72,500
36,M,52,184,15.36,5613,96,510
40,M,72,161,27.78,5470,63,497
42,F,62,177,19.79,5373,97,488
44,M,62,185,18.12,4665,94,424
57,F,62,175,20.24,5182,94,471
39,F,72,184,21.27,5228,85,475
22,M,62,170,21.45,5689,62,517
53,M,72,170,24.91,5909,84,537
53,M,72,184,21.27,5160,61,469
44,F,52,166,18.87,5885,98,535
40,F,52,166,18.87,4564,78,415
23,F,62,174,20.48,5461,87,496
51,M,62,185,18.12,5441,73,495
30,F,72,182,21.74,5384,74,489
59,M,62,165,22.77,4625,98,420
55,F,62,164,23.05,5100,103,464
35,M,62,182,18.72,4910,60,446
41,M,52,178,16.41,5996,88,545
50,M,62,165,22.77,4724,84,429
41,F,72,167,25.82,5427,86,493
25,M,52,162,19.81,4527,93,412
34,F,72,162,27.43,4965,85,451
48,F,72,164,26.77,5476,72,498
46,M,52,172,17.58,4810,60,437
40,M,52,155,21.64,5912,66,537
20,M,72,182,21.74,4588,96,417
32,F,72,182,21.74,5748,92,523
40,F,72,173,24.06,5254,67,478
54,M,72,176,23.24,5561,84,506
22,M,62,180,19.14,4753,83,432
23,M,72,159,28.48,5043,98,458
21,F,62,159,24.52,4802,104,437
21,M,52,156,21.37,5163,68,469
53,F,62,164,23.05,5473,70,498
30,F,62,177,19.79,4746,98,431
55,M,62,176,20.02,5934,75,539
48,M,62,175,20.24,4729,60,430
28,F,52,181,15.87,4865,63,442
39,M,62,169,21.71,5529,93,503
28,M,72,163,27.1,5923,82,538
23,M,62,159,24.52,5956,87,541
28,F,72,182,21.74,4949,71,450
58,M,52,182,15.7,5734,66,521
46,F,62,171,21.2,5306,67,482
47,F,62,177,19.79,5880,83,535
29,M,52,159,20.57,5473,88,498
52,F,62,164,23.05,5228,102,475
47,M,72,157,29.21,5584,104,508
53,M,72,180,22.22,5112,73,465
33,F,72,183,21.5,5994,103,545
29,M,72,170,24.91,5989,71,544
38,M,52,175,16.98,5482,80,498
36,F,72,164,26.77,5596,95,509
24,M,72,164,26.77,5018,88,456
21,M,52,157,21.1,5247,76,477
57,F,62,156,25.48,5070,96,461
25,F,52,156,21.37,5473,96,498
32,F,72,170,24.91,5415,98,492
54,F,62,163,23.34,4997,93,454
20,F,72,169,25.21,4517,86,411
29,M,72,157,29.21,5674,80,516
32,F,72,173,24.06,5507,96,501
33,F,62,156,25.48,4923,93,448
57,F,72,172,24.34,4817,101,438
25,M,62,172,20.96,5658,75,514
30,M,52,179,16.23,5335,88,485
50,F,62,167,22.23,4630,98,421
26,M,52,158,20.83,4547,72,413
23,M,52,161,20.06,4705,89,428
46,M,72,166,26.13,5634,65,512
54,F,62,183,18.51,4684,64,426
43,F,62,164,23.05,4934,79,449
33,M,52,185,15.19,4684,81,426
37,F,62,185,18.12,5341,89,486
39,F,72,157,29.21,5215,102,474
56,F,62,184,18.31,5078,80,462
41,M,62,181,18.92,5651,87,514
23,F,62,171,21.2,4972,78,452
36,F,72,181,21.98,5677,94,516
47,M,62,167,22.23,4826,80,439
58,M,62,180,19.14,4994,83,454
21,F,62,155,25.81,4743,64,431
44,M,72,173,24.06,5115,94,465
43,M,62,155,25.81,5241,78,476
52,F,52,168,18.42,5785,104,526
37,F,72,169,25.21,5148,68,468
21,M,52,167,18.65,5406,95,491
50,F,52,172,17.58,5895,87,536
48,F,52,167,18.65,5620,60,511
46,M,62,182,18.72,5243,103,477
60,F,52,167,18.65,4830,99,439
50,F,62,181,18.92,5756,70,523
60,F,72,171,24.62,5001,62,455
30,F,62,170,21.45,5894,66,536
60,F,62,181,18.92,5147,73,468
36,F,72,170,24.91,4565,65,415
42,F,52,162,19.81,4616,91,420
59,F,72,182,21.74,5586,64,508
49,M,52,175,16.98,5653,61,514
48,F,72,176,23.24,5180,66,471
20,F,62,178,19.57,5470,69,497
30,F,72,182,21.74,5615,61,510
53,M,52,171,17.78,5627,89,512
39,F,72,160,28.13,4697,93,427
56,M,62,175,20.24,4701,67,427
56,M,62,175,20.24,5214,61,474
56,M,72,176,23.24,5354,69,487
32,M,62,181,18.92,5779,102,525
35,F,62,163,23.34,5865,90,533
21,F,62,168,21.97,5585,87,508
27,F,62,185,18.12,5914,100,538
58,M,72,181,21.98,4689,62,426
22,F,62,164,23.05,5733,66,521
53,F,52,181,15.87,4659,72,424
57,M,62,165,22.77,5523,79,502
44,F,62,167,22.23,4595,101,418
38,M,72,155,29.97,4746,69,431
28,M,72,170,24.91,5567,69,506
32,M,62,158,24.84,5334,67,485
52,M,72,170,24.91,5466,92,497
36,M,62,170,21.45,5649,65,514
27,F,52,185,15.19,5103,62,464
21,M,62,156,25.48,4927,63,448
31,F,52,177,16.6,5335,84,485
26,M,72,179,22.47,5289,99,481
30,F,72,159,28.48,4719,64,429
31,F,72,180,22.22,5380,99,489
30,M,52,184,15.36,5420,77,493
27,F,52,175,16.98,5397,61,491
42,M,72,166,26.13,5604,81,509
29,F,72,173,24.06,5877,65,534
31,M,72,181,21.98,5813,104,528
29,F,52,164,19.33,5497,93,500
20,M,62,180,19.14,5886,98,535
56,M,72,161,27.78,5493,85,499
34,F,62,165,22.77,4861,67,442
39,F,62,176,20.02,5966,100,542
38,F,72,184,21.27,4542,97,413
47,F,72,167,25.82,5051,82,459
23,M,62,157,25.15,5192,72,472
23,M,62,159,24.52,4599,77,418
58,F,62,182,18.72,5586,77,508
27,F,62,161,23.92,4542,79,413
38,F,52,182,15.7,4985,68,453
30,F,62,158,24.84,5948,80,541
42,M,72,157,29.21,5894,67,536
25,F,72,168,25.51,5194,82,472
48,M,72,177,22.98,4702,99,427
59,M,72,185,21.04,5230,75,475
54,F,52,163,19.57,5059,81,460
42,F,62,184,18.31,5857,72,532
55,F,62,169,21.71,5050,69,459
49,M,72,180,22.22,5744,78,522
53,M,62,160,24.22,4740,89,431
24,F,52,155,21.64,5825,98,530
36,M,62,184,18.31,4979,79,453
22,M,62,184,18.31,5023,63,457
57,M,52,170,17.99,5831,87,530
28,M,52,158,20.83,5168,95,470
52,F,52,157,21.1,5072,71,461
40,M,62,185,18.12,5096,81,463
32,F,62,184,18.31,5348,66,486
42,M,62,183,18.51,5575,93,507
44,F,62,171,21.2,5882,102,535
35,M,72,167,25.82,5281,65,480
37,F,72,169,25.21,5131,93,466
36,F,62,162,23.62,4682,76,426
27,M,62,178,19.57,5283,83,480
42,M,72,169,25.21,4603,61,418
23,M,62,162,23.62,4741,75,431
53,M,62,163,23.34,4990,88,454
51,F,62,185,18.12,5056,78,460
25,F,72,163,27.1,4635,76,421
36,F,62,180,19.14,4646,84,422
25,F,52,157,21.1,4672,73,425
29,F,52,180,16.05,5016,100,456
51,F,62,171,21.2,4865,94,442
49,M,62,168,21.97,5483,71,498
28,M,52,173,17.37,5277,91,480
58,F,72,174,23.78,5581,85,507
34,M,62,157,25.15,4983,79,453
56,F,62,176,20.02,5725,87,520
55,M,72,157,29.21,5499,84,500
44,M,72,160,28.13,5911,81,537
31,F,72,179,22.47,5290,85,481
21,M,72,175,23.51,5147,92,468
59,M,72,157,29.21,4763,90,433
32,F,52,159,20.57,5852,68,532
38,M,62,162,23.62,5127,92,466
20,M,52,158,20.83,5527,80,502
59,F,52,169,18.21,5054,63,459
22,F,52,184,15.36,5098,105,463
49,M,72,166,26.13,5838,84,531
22,M,72,166,26.13,5828,84,530
42,M,52,170,17.99,5214,71,474
30,M,62,185,18.12,4726,85,430
53,F,62,160,24.22,5264,74,479
43,M,52,163,19.57,5117,82,465
23,F,62,174,20.48,5647,100,513
35,M,62,157,25.15,4680,82,425
28,F,72,185,21.04,5132,80,467
51,M,72,177,22.98,5637,61,512
38,F,72,181,21.98,5065,96,460
54,F,62,166,22.5,5058,101,460
20,M,62,170,21.45,4640,67,422
51,F,62,179,19.35,4746,70,431
26,F,72,173,24.06,5291,72,481
59,M,52,166,18.87,5417,97,492
27,M,62,158,24.84,5803,94,528
23,M,72,161,27.78,4729,70,430
47,F,52,156,21.37,5167,74,470
46,F,52,163,19.57,4797,81,436
36,M,72,164,26.77,5701,99,518
40,M,72,157,29.21,5405,61,491
41,M,62,167,22.23,5942,60,540
25,F,52,170,17.99,5368,89,488
20,F,52,159,20.57,4751,73,432
46,M,52,160,20.31,5953,75,541
53,M,72,177,22.98,5437,60,494
57,M,62,185,18.12,5490,93,499
32,M,72,165,26.45,5332,93,485
60,F,72,171,24.62,5333,92,485
59,M,72,178,22.72,5982,75,544
40,F,72,182,21.74,5848,72,532
47,F,72,174,23.78,4645,62,422
49,F,62,168,21.97,4622,69,420
21,M,62,156,25.48,5830,102,530
43,M,62,164,23.05,5905,64,537
26,M,72,165,26.45,4845,93,440
25,M,62,166,22.5,5933,105,539
45,M,62,178,19.57,5502,61,500
42,F,72,182,21.74,4849,100,441
25,F,62,159,24.52,5993,76,545
43,F,52,173,17.37,5612,71,510
50,F,72,160,28.13,5675,74,516
29,M,72,165,26.45,4573,91,416
52,M,62,176,20.02,4819,81,438
24,M,72,166,26.13,4568,85,415
47,F,72,155,29.97,5395,67,490
59,F,52,176,16.79,5979,78,544
28,F,52,171,17.78,4523,92,411
35,M,62,182,18.72,5463,94,497
53,M,52,163,19.57,5310,62,483
26,F,52,184,15.36,5125,66,466
31,M,72,182,21.74,5037,95,458
58,M,62,185,18.12,4822,102,438
25,M,52,166,18.87,5846,93,531
55,M,52,161,20.06,5588,70,508
28,M,52,167,18.65,5947,93,541
40,F,62,162,23.62,5404,67,491
31,F,62,168,21.97,5527,101,502
40,F,62,162,23.62,4796,89,436
55,M,62,178,19.57,5178,87,471
43,M,72,184,21.27,5390,100,490
33,M,62,184,18.31,4653,88,423
55,F,72,177,22.98,4987,64,453
40,F,62,177,19.79,4922,105,447
53,F,52,170,17.99,4739,76,431
37,F,62,158,24.84,4904,96,446
38,M,52,175,16.98,4915,94,447
39,M,62,182,18.72,4603,101,418
27,M,62,181,18.92,4925,73,448
56,M,62,172,20.96,5127,62,466
44,M,72,172,24.34,5681,94,516
25,F,62,161,23.92,5780,100,525
54,F,72,174,23.78,4925,65,448
45,F,72,182,21.74,4837,95,440
21,F,52,159,20.57,5267,90,479
28,F,72,157,29.21,5371,66,488
47,M,52,165,19.1,4801,104,436
29,M,62,169,21.71,5544,80,504
31,M,72,172,24.34,5427,73,493
35,F,52,162,19.81,5068,101,461
57,F,72,171,24.62,5605,104,510
37,M,72,182,21.74,4601,95,418
25,M,62,176,20.02,5284,66,480
38,F,52,174,17.18,5549,67,504
28,F,72,171,24.62,5798,92,527
22,M,72,155,29.97,5472,86,497
52,F,62,165,22.77,5899,86,536
60,F,72,166,26.13,5097,61,463
28,F,62,165,22.77,5588,99,508
24,F,52,177,16.6,4666,77,424
50,F,72,185,21.04,5390,102,490
37,F,62,157,25.15,5040,80,458
43,F,62,160,24.22,5929,83,539
46,M,72,156,29.59,4830,83,439
50,F,52,183,15.53,5657,79,514
33,M,62,177,19.79,4627,88,421
45,F,62,157,25.15,4608,104,419
37,F,72,162,27.43,5522,71,502
48,F,72,169,25.21,5455,65,496
58,F,72,157,29.21,5881,60,535
32,M,72,162,27.43,5425,71,493
49,M,62,177,19.79,5015,79,456
23,F,52,171,17.78,4872,60,443
60,M,72,164,26.77,5028,64,457
33,F,72,182,21.74,5296,96,481
34,F,62,182,18.72,5760,100,524
40,F,52,183,15.53,5422,68,493
26,F,72,158,28.84,5285,92,480
